referring_pcp_npi,receiving_hospital_npi,transaction_count
1033100763,1396882205,83
1265464499,1396882205,84
1518992940,1396882205,142
1023165909,1396882205,683
1114019528,1396882205,254
1073580338,1396882205,52
1710100656,1396882205,75
1215105895,1396882205,142
1487881041,1396882205,1269
1225329634,1396882205,627
1710998760,1396882205,149
1508890286,1396882205,88
1588789044,1396882205,54
1558565093,1396882205,622
1659530194,1396882205,506
1144312562,1396882205,651
1427046622,1306889597,66
1427046622,1396882205,74
1477640589,1396882205,2265
1598871642,1396882205,50
1215084108,1396882205,257
1427224278,1396882205,125
1104912013,1396882205,222
1003063314,1396882205,387
1659570760,1396882205,166
1508822982,1396882205,170
1194817502,1396882205,147
1043394166,1396882205,4173
1497802219,1396882205,445
1417368770,1396882205,129
1518976315,1396882205,53
1457455693,1396882205,76
1881638179,1396882205,78
1982922878,1396882205,237
1639261068,1396882205,57
1033168059,1396882205,192
1831101708,1396882205,895
1790723013,1396882205,147
1407943517,1396882205,528
1568455517,1396882205,135
1699773150,1306889597,96
1538256672,1396882205,622
1740271170,1396882205,73
1912979501,1396882205,70
1306884150,1396882205,417
1457330649,1306889597,68
1154420594,1396882205,1077
1518952852,1396882205,122
1356304984,1396882205,888
1922280692,1396882205,114
1982796306,1396882205,1383
1992790091,1396882205,98
1679667521,1396882205,52
1467447664,1396882205,57
1851617021,1396882205,304
1811928385,1396882205,129
1841347721,1396882205,490
1508884875,1396882205,86
1649327537,1396882205,290
1346238656,1396882205,69
1336312602,1396882205,80
1598022493,1396882205,313
1841347705,1396882205,273
1558652388,1396882205,507
1598863011,1396882205,149
1467494591,1396882205,61
1215091129,1396882205,570
1992125983,1396882205,57
1932321395,1396882205,160
1508839622,1396882205,2328
1053303248,1396882205,72
1316112634,1396882205,626
1588655153,1396882205,75
1386639219,1396882205,107
1649217969,1396882205,407
1902812571,1396882205,97
1851362628,1396882205,82
1205879467,1396882205,55
1629160056,1396882205,198
1346292257,1396882205,68
1881012664,1396882205,67
1174517593,1396882205,5462
1184885923,1396882205,133
1033206149,1396882205,700
1821110933,1396882205,663
1548460066,1396882205,583
1184611493,1396882205,79
1861576977,1396882205,651
1306827605,1396882205,50
1912989989,1306889597,1639
1912989989,1396882205,114
1871696096,1396882205,68
1326135450,1396882205,570
1306981741,1396882205,62
1699815282,1396882205,51
1982672507,1396882205,158
1104859115,1396882205,1013
1598007049,1396882205,128
1598887473,1396882205,50
1841360930,1396882205,51
1376662718,1396882205,52
1932153244,1396882205,335
1194751354,1396882205,71
1073633780,1396882205,70
1821302597,1396882205,381
1235137183,1396882205,1556
1700839263,1396882205,80
1992148696,1396882205,125
1437206323,1396882205,1200
1891842787,1396882205,542
1720203417,1396882205,75
1679515431,1396882205,102
1750494969,1396882205,95
1821185935,1396882205,606
1992852792,1396882205,483
1427023894,1396882205,50
1063452399,1396882205,75
1649426016,1396882205,63
1124003561,1396882205,92
1487678835,1396882205,77
1710177654,1396882205,910
1033370986,1396882205,104
1952590705,1396882205,164
1699947655,1396882205,443
1861541351,1396882205,58
1861541351,1306889597,64
1215900980,1396882205,570
1932283041,1396882205,2061
1861464430,1396882205,51
1467660852,1396882205,937
1154324325,1396882205,69
1487672291,1396882205,233
1871577445,1396882205,728
1932296043,1396882205,204
1396848305,1396882205,114
1316096373,1396882205,848
1578615522,1396882205,100
1851384747,1396882205,113
1811089238,1396882205,704
1750376786,1396882205,69
1487644522,1396882205,50
1063864775,1396882205,111
1205983186,1396882205,640
1780776104,1396882205,522
1912060906,1396882205,1115
1336134501,1396882205,52
1811985815,1396882205,51
1447288055,1396882205,99
1518959311,1396882205,408
1881803492,1396882205,67
1386820413,1396882205,79
1619004066,1396882205,540
1295093615,1396882205,98
1669554556,1396882205,546
1992091995,1396882205,93
1750394060,1396882205,1196
1083606248,1396882205,130
1487723342,1396882205,114
1821301920,1396882205,67
1356325237,1396882205,60
1578677274,1396882205,118
1639362171,1396882205,2803
1306969696,1396882205,117
1831122860,1396882205,708
1134203243,1396882205,688
1639266737,1396882205,775
1881638971,1396882205,263
1891887212,1396882205,2000
1891887212,1558408633,59
1215029897,1396882205,209
1619064755,1396882205,613
1194987867,1396882205,289
1407880016,1396882205,55
1184619124,1306889597,118
1184619124,1396882205,118
1275546061,1396882205,1278
1285781161,1396882205,2506
1891887659,1396882205,84
1851474092,1396882205,53
1619199486,1396882205,895
1447256490,1396882205,86
1568559698,1396882205,1318
1003897380,1396882205,106
1740221878,1396882205,81
1396751749,1306889597,238
1144309121,1396882205,173
1417903378,1396882205,110
1386672335,1396882205,63
1003050972,1396882205,260
1932296035,1396882205,1661
1689677619,1396882205,153
1629068556,1396882205,788
1700959871,1396882205,122
1457465668,1306889597,1355
1891011896,1396882205,293
1194741488,1396882205,171
1255370029,1396882205,101
1215995972,1396882205,128
1215995972,1306889597,545
1730115981,1396882205,292
1063415131,1396882205,72
1457339707,1396882205,554
1760643803,1396882205,487
1407033632,1396882205,63
1760579874,1396882205,131
1578597704,1396882205,127
1265529309,1396882205,53
1396832168,1396882205,680
1942594932,1396882205,108
1144211830,1396882205,56
1902013410,1306889597,580
1902013410,1396882205,148
1285716944,1396882205,297
1124115258,1396882205,403
1396784971,1396882205,96
1265465959,1396882205,64
1942384821,1396882205,550
1619024429,1396882205,64
1730145640,1396882205,97
1851382568,1396882205,164
1124150016,1306889597,461
1124150016,1396882205,103
1851443063,1396882205,155
1710115159,1396882205,1075
1871685297,1396882205,183
1215193255,1396882205,757
1659466381,1396882205,465
1265551295,1396882205,490
1669529525,1396882205,396
1073600102,1396882205,76
1144594573,1396882205,54
1316051683,1306889597,128
1083665962,1396882205,60
1871644781,1396882205,108
1528155660,1396882205,672
1730236613,1396882205,57
1467491670,1396882205,2571
1932477171,1396882205,164
1740271402,1396882205,128
1588788301,1396882205,93
1982961025,1396882205,100
1053468926,1396882205,732
1114174547,1396882205,1070
1467549899,1396882205,1943
1962450973,1396882205,97
1891708012,1396882205,176
1154311413,1396882205,1766
1457391229,1396882205,71
1487738597,1396882205,1181
1811104003,1396882205,116
1679657787,1396882205,54
1346332756,1396882205,1085
1871521922,1396882205,62
1669433090,1396882205,63
1639278062,1396882205,273
1255624433,1396882205,249
1942203963,1396882205,122
1508935776,1396882205,51
1073505830,1396882205,109
1407903370,1396882205,415
1255548665,1396882205,494
1083687305,1396882205,50
1285627398,1396882205,180
1154366409,1396882205,65
1770525107,1396882205,61
1285617332,1396882205,360
1639226517,1396882205,570
1740487305,1396882205,255
1306831284,1396882205,83
1952404402,1396882205,64
1538150156,1396882205,71
1942348081,1396882205,607
1306936802,1396882205,62
1336285873,1396882205,312
1518054626,1396882205,685
1689764383,1396882205,299
1407057946,1396882205,894
1205827987,1396882205,65
1790869808,1396882205,200
1508182155,1396882205,50
1184048795,1396882205,96
1821069501,1396882205,53
1144587205,1396882205,192
1922195056,1396882205,402
1538147319,1396882205,76
1225031073,1396882205,134
1932274503,1396882205,151
1891749420,1396882205,71
1114019833,1396882205,102
1043229495,1396882205,1255
1881624450,1396882205,126
1043205008,1396882205,76
1043205008,1306889597,130
1255301800,1396882205,154
1457437782,1396882205,1071
1578650602,1396882205,97
1386663144,1396882205,640
1780804336,1396882205,455
1164468906,1396882205,894
1023065232,1396882205,60
1821185968,1396882205,1056
1851407548,1396882205,126
1932190360,1396882205,79
1558458687,1396882205,90
1437233541,1396882205,102
1679557565,1396882205,55
1215155288,1396882205,461
1679689285,1396882205,275
1174580286,1396882205,79
1528295607,1396882205,177
1306834700,1396882205,102
1154359602,1396882205,861
1871634204,1396882205,537
1205878402,1396882205,163
1316160468,1396882205,662
1669470555,1306889597,460
1679835441,1396882205,82
1801888060,1396882205,118
1851329445,1396882205,100
1649362062,1396882205,2587
1720282205,1396882205,1482
1093818981,1396882205,1014
1205878220,1396882205,60
1235238676,1396882205,1092
1417046806,1396882205,70
1083614044,1396882205,84
1720241185,1396882205,50
1407888357,1396882205,55
1780685743,1306889597,107
1477614949,1396882205,196
1063403434,1396882205,59
1598718330,1306889597,1087
1598718330,1396882205,95
1952353054,1396882205,66
1396753356,1396882205,202
1871634295,1396882205,241
1316029218,1396882205,284
1699734798,1396882205,111
1598938060,1396882205,203
1316944648,1396882205,76
1750389607,1396882205,129
1750389607,1306889597,978
1538385091,1396882205,56
1104025329,1396882205,238
1821180241,1396882205,1025
1285625731,1396882205,145
1194743914,1396882205,69
1649262338,1396882205,78
1609968015,1396882205,930
1700978129,1396882205,418
1780641191,1396882205,147
1295178481,1396882205,117
1619916970,1396882205,166
1619916970,1306889597,66
1861430621,1396882205,201
1598973273,1396882205,157
1174910491,1306889597,246
1922155811,1396882205,94
1134211550,1265445506,1349
1679665095,1265445506,1763
1669556148,1265445506,89
1144264458,1265445506,377
1497847800,1265445506,100
1144588690,1265445506,111
1346397205,1265445506,131
1841201886,1265445506,491
1760591788,1265445506,430
1932381795,1265445506,84
1760725915,1265445506,147
1831169069,1265445506,92
1508821026,1265445506,104
1962515023,1265445506,74
1669473716,1265445506,244
1073605499,1265445506,320
1063449031,1265445506,303
1932139474,1265445506,211
1255488052,1265445506,1703
1245313741,1265445506,217
1417970831,1265445506,138
1770578882,1265445506,595
1114979184,1265445506,98
1982751707,1265445506,85
1073603411,1265445506,165
1528174752,1265445506,115
1851382618,1265445506,117
1518143122,1265445506,701
1598926248,1265445506,134
1275631129,1265445506,51
1184612921,1265445506,109
1265636757,1265445506,195
1710032255,1265445506,88
1386664662,1265445506,153
1336155530,1265445506,338
1235196395,1265445506,145
1831281245,1265445506,1464
1568465623,1265445506,197
1952493371,1265445506,209
1033297429,1265445506,118
1427066489,1265445506,73
1497793731,1265445506,80
1831181957,1265445506,60
1316975485,1265445506,184
1194716662,1265445506,330
1891738225,1265445506,54
1548317498,1265445506,1056
1982689279,1265445506,265
1548378805,1265445506,422
1427251859,1265445506,455
1942203849,1265445506,1728
1467406314,1265445506,178
1578655791,1265445506,213
1003819277,1265445506,52
1154339737,1265445506,59
1861496838,1265445506,62
1598833808,1265445506,594
1992897326,1265445506,54
1144377011,1265445506,100
1205897584,1265445506,123
1982703328,1265445506,450
1396965034,1265445506,130
1134337983,1265445506,149
1487749446,1265445506,1087
1417951302,1265445506,1129
1447242565,1265445506,94
1053314963,1265445506,69
1386608768,1265445506,1096
1114019528,1265445506,756
1659530194,1265445506,75
1649480237,1265445506,74
1043394166,1265445506,94
1457455693,1265445506,109
1417004136,1265445506,129
1790723013,1265445506,54
1255368767,1265445506,55
1316985120,1265445506,151
1356304984,1265445506,116
1982796306,1265445506,529
1851617021,1265445506,139
1922196435,1265445506,296
1174517593,1265445506,201
1376662718,1265445506,429
1073633780,1265445506,91
1437206323,1265445506,185
1033246640,1265445506,768
1932283041,1265445506,99
1487672291,1265445506,870
1245325661,1265445506,52
1063864775,1265445506,522
1447288055,1265445506,214
1578677274,1265445506,63
1871539502,1265445506,68
1891887212,1265445506,55
1215029897,1265445506,73
1619064755,1265445506,190
1275546061,1265445506,75
1932296035,1265445506,55
1932128782,1265445506,142
1578597704,1265445506,488
1396832168,1265445506,126
1396784971,1265445506,109
1851382568,1265445506,384
1891782454,1265445506,473
1871644781,1265445506,714
1528155660,1265445506,241
1467491670,1265445506,1209
1932477171,1265445506,92
1053468926,1265445506,252
1962450973,1265445506,162
1891708012,1265445506,124
1457391229,1265445506,458
1871521922,1265445506,98
1669433090,1265445506,251
1285627398,1265445506,90
1497738462,1265445506,171
1205827987,1265445506,86
1538147319,1265445506,89
1255301800,1265445506,112
1457437782,1265445506,1234
1386663144,1265445506,946
1851329445,1265445506,219
1720282205,1265445506,97
1093818981,1265445506,74
1396753356,1265445506,209
1952304990,1265445506,1300
1699734798,1265445506,794
1861430621,1265445506,175
